Orderid,Orderdate,Priority,Returned,Customerid
MX-2014-FW1439512-41699,41699,Medium,No,FW-1439512
MX-2014-FW1439518-41936,41936,High,No,FW-1439518
MX-2014-FW1439593-41769,41769,Medium,No,FW-1439593
MX-2014-FW1439593-41982,41982,High,No,FW-1439593
MX-2014-GA1451582-41731,41731,Low,No,GA-1451582
MX-2014-GA1451582-41773,41773,Medium,No,GA-1451582
MX-2014-GA1451582-41808,41808,High,No,GA-1451582
MX-2014-GA1451593-41738,41738,Medium,No,GA-1451593
MX-2014-GB1457555-41752,41752,High,No,GB-1457555
MX-2014-GD1459028-41959,41959,Medium,No,GD-1459028
MX-2014-GD1459082-41761,41761,Medium,No,GD-1459082
MX-2014-GD1459082-41999,41999,Medium,No,GD-1459082
MX-2014-GG1465036-41808,41808,Critical,No,GG-1465036
MX-2014-GG1465051-41954,41954,High,No,GG-1465051
MX-2014-GH14410101-41933,41933,High,No,GH-14410101
MX-2014-GH1441018-41902,41902,Critical,No,GH-1441018
MX-2014-GH1441082-41835,41835,High,No,GH-1441082
MX-2014-GK1462026-41989,41989,Medium,No,GK-1462026
MX-2014-GM1450039-41794,41794,Low,No,GM-1450039
MX-2014-GM1450082-41891,41891,Medium,No,GM-1450082
MX-2014-GM1468082-41942,41942,High,No,GM-1468082
MX-2014-GM1468093-41751,41751,High,No,GM-1468093
MX-2014-GM14695143-41774,41774,Medium,No,GM-14695143
MX-2014-GR1456031-41943,41943,Medium,No,GR-1456031
MX-2014-GR1456082-41791,41791,Medium,No,GR-1456082
MX-2014-GT1471031-41787,41787,High,No,GT-1471031
MX-2014-GT1475518-41968,41968,Medium,No,GT-1475518
MX-2014-GT1475593-41864,41864,Medium,No,GT-1475593
MX-2014-GW1460565-41914,41914,Medium,No,GW-1460565
MX-2014-GZ1447082-41940,41940,Medium,No,GZ-1447082
MX-2014-GZ1454531-41817,41817,Medium,No,GZ-1454531
MX-2014-GZ1454539-41817,41817,Medium,No,GZ-1454539
MX-2014-GZ1454582-41874,41874,Medium,No,GZ-1454582
MX-2014-HA1490582-41744,41744,High,No,HA-1490582
MX-2014-HA1492016-41984,41984,High,No,HA-1492016
MX-2014-HA1492082-41783,41783,High,No,HA-1492082
MX-2014-HD1478528-41705,41705,Medium,No,HD-1478528
MX-2014-HE1480018-41845,41845,Medium,No,HE-1480018
MX-2014-HE1480031-41811,41811,Medium,No,HE-1480031
MX-2014-HE1480051-41908,41908,High,No,HE-1480051
MX-2014-HE1480082-41688,41688,Medium,No,HE-1480082
MX-2014-HE1480082-41851,41851,High,Yes,HE-1480082
MX-2014-HF1499582-41944,41944,High,No,HF-1499582
MX-2014-HG1484536-41928,41928,Medium,No,HG-1484536
MX-2014-HG1484565-41912,41912,Medium,No,HG-1484565
MX-2014-HG1496551-41986,41986,Medium,No,HG-1496551
MX-2014-HH1501018-41999,41999,High,No,HH-1501018
MX-2014-HH1501082-41993,41993,Medium,No,HH-1501082
MX-2014-HM1486018-41912,41912,Medium,No,HM-1486018
MX-2014-HM1486018-41976,41976,Medium,No,HM-1486018
MX-2014-HM1498051-41943,41943,Medium,No,HM-1498051
MX-2014-HP1481582-41709,41709,Medium,Yes,HP-1481582
MX-2014-HR1483018-41978,41978,Medium,No,HR-1483018
MX-2014-HR1483093-41951,41951,Medium,No,HR-1483093
MX-2014-HW1493539-41700,41700,High,No,HW-1493539
MX-2014-HW1493593-41978,41978,Medium,No,HW-1493593
MX-2014-IG1508582-41816,41816,Medium,No,IG-1508582
MX-2014-IL1510028-41824,41824,Medium,No,IL-1510028
MX-2014-IL1510082-41674,41674,Medium,No,IL-1510082
MX-2014-IL1510082-41765,41765,Medium,No,IL-1510082
MX-2014-IL1510082-41927,41927,Medium,No,IL-1510082
MX-2014-IL1510082-41950,41950,Medium,No,IL-1510082
MX-2014-IM1505539-41912,41912,Medium,No,IM-1505539
MX-2014-IM1507018-41810,41810,High,No,IM-1507018
MX-2014-JA1597051-41801,41801,Medium,No,JA-1597051
MX-2014-JB1600028-41681,41681,Medium,No,JB-1600028
MX-2014-JB1600082-41877,41877,High,No,JB-1600082
MX-2014-JB1604593-41943,41943,High,No,JB-1604593
MX-2014-JC1534098-41996,41996,Low,No,JC-1534098
MX-2014-JC1577539-41919,41919,High,No,JC-1577539
MX-2014-JC1577551-41826,41826,Medium,No,JC-1577551
MX-2014-JC1610531-41921,41921,High,No,JC-1610531
MX-2014-JD1579051-41699,41699,Medium,No,JD-1579051
MX-2014-JD1589582-41866,41866,Medium,No,JD-1589582
MX-2014-JD1601551-41842,41842,Medium,No,JD-1601551
MX-2014-JD1606031-41869,41869,Critical,No,JD-1606031
MX-2014-JD1606051-41786,41786,Medium,No,JD-1606051
MX-2014-JD1615031-41907,41907,Medium,No,JD-1615031
MX-2014-JD1615039-41978,41978,Medium,No,JD-1615039
MX-2014-JD1615082-41793,41793,Medium,No,JD-1615082
MX-2014-JD1615082-41961,41961,Medium,No,JD-1615082
MX-2014-JD1615082-41999,41999,Medium,No,JD-1615082
MX-2014-JE1547554-41940,41940,High,No,JE-1547554
MX-2014-JE1547582-41742,41742,Critical,No,JE-1547582
MX-2014-JE1561082-41992,41992,Low,No,JE-1561082
MX-2014-JE1571582-41920,41920,Medium,No,JE-1571582
MX-2014-JE1574536-41971,41971,Low,No,JE-1574536
MX-2014-JE1574539-41977,41977,Medium,No,JE-1574539
MX-2014-JE1616518-41941,41941,Medium,No,JE-1616518
MX-2014-JF1529536-41930,41930,High,No,JF-1529536
MX-2014-JF1529539-41822,41822,Medium,No,JF-1529539
MX-2014-JF1535582-41809,41809,Medium,No,JF-1535582
MX-2014-JF1541531-41978,41978,High,No,JF-1541531
MX-2014-JF1549082-41762,41762,High,No,JF-1549082
MX-2014-JF1549082-41977,41977,Medium,No,JF-1549082
MX-2014-JG1511539-41865,41865,High,No,JG-1511539
MX-2014-JG1511582-41949,41949,Medium,No,JG-1511582
MX-2014-JG1516018-41928,41928,High,No,JG-1516018
MX-2014-JG1516039-41758,41758,Medium,No,JG-1516039
MX-2014-JG1531031-41780,41780,High,No,JG-1531031
MX-2014-JG1531039-41816,41816,Medium,No,JG-1531039
MX-2014-JG1580539-41766,41766,Medium,No,JG-1580539
MX-2014-JH1543018-41866,41866,Medium,No,JH-1543018
MX-2014-JH1543028-41722,41722,High,No,JH-1543028
MX-2014-JH1543039-41844,41844,Medium,No,JH-1543039
MX-2014-JH1543039-41858,41858,Critical,No,JH-1543039
MX-2014-JH1543039-41950,41950,Medium,No,JH-1543039
MX-2014-JH1582039-41927,41927,Medium,No,JH-1582039
MX-2014-JH1582082-41916,41916,Medium,No,JH-1582082
MX-2014-JH1591082-41822,41822,Medium,No,JH-1591082
MX-2014-JH1598518-41717,41717,High,No,JH-1598518
MX-2014-JH1598536-41647,41647,Medium,No,JH-1598536
MX-2014-JH1598539-41840,41840,Medium,No,JH-1598539
MX-2014-JH1598551-41816,41816,Medium,No,JH-1598551
MX-2014-JH1598582-41747,41747,Medium,No,JH-1598582
MX-2014-JH1598582-41864,41864,Medium,No,JH-1598582
MX-2014-JJ1544582-41969,41969,Medium,No,JJ-1544582
MX-2014-JJ1576082-41907,41907,Medium,No,JJ-1576082
MX-2014-JJ1576082-41969,41969,Medium,No,JJ-1576082
MX-2014-JK1520582-41996,41996,Medium,No,JK-1520582
MX-2014-JK1532582-41797,41797,High,No,JK-1532582
MX-2014-JK1532582-41902,41902,Medium,No,JK-1532582
MX-2014-JK1532593-41677,41677,High,No,JK-1532593
MX-2014-JK1537082-41907,41907,Medium,No,JK-1537082
MX-2014-JK1562526-41962,41962,High,No,JK-1562526
MX-2014-JK1562582-41816,41816,Medium,No,JK-1562582
MX-2014-JK1564031-41819,41819,High,No,JK-1564031
MX-2014-JK1564036-41649,41649,High,No,JK-1564036
MX-2014-JK1564082-41832,41832,Critical,No,JK-1564082
MX-2014-JK1573018-41678,41678,High,No,JK-1573018
MX-2014-JK1573018-41867,41867,High,No,JK-1573018
MX-2014-JK1609036-41887,41887,Medium,No,JK-1609036
MX-2014-JK1609093-41755,41755,High,No,JK-1609093
MX-2014-JL1513016-41944,41944,High,No,JL-1513016
MX-2014-JL1513036-41856,41856,Low,No,JL-1513036
MX-2014-JL1513082-41696,41696,High,No,JL-1513082
MX-2014-JL1513082-41739,41739,Medium,No,JL-1513082
MX-2014-JL1517518-41903,41903,Critical,No,JL-1517518
MX-2014-JL1517551-41818,41818,Medium,No,JL-1517551
MX-2014-JL1523526-41815,41815,High,No,JL-1523526
MX-2014-JL1523593-41776,41776,Critical,No,JL-1523593
MX-2014-JL1550526-41983,41983,High,No,JL-1550526
MX-2014-JL1550551-41837,41837,High,No,JL-1550551
MX-2014-JL1550582-41961,41961,Medium,No,JL-1550582
MX-2014-JL1585051-41986,41986,Medium,No,JL-1585051
MX-2014-JM1525031-41815,41815,High,No,JM-1525031
MX-2014-JM1525082-41867,41867,Medium,No,JM-1525082
MX-2014-JM1525082-41901,41901,High,No,JM-1525082
MX-2014-JM15265141-41905,41905,Medium,No,JM-15265141
MX-2014-JM1558026-41788,41788,High,No,JM-1558026
MX-2014-JM1558028-41734,41734,Critical,No,JM-1558028
MX-2014-JM1558039-41879,41879,Medium,No,JM-1558039
MX-2014-JM1565518-41916,41916,Medium,No,JM-1565518
MX-2014-JM1565539-41816,41816,High,No,JM-1565539
MX-2014-JM1565582-41958,41958,High,No,JM-1565582
MX-2014-JM1586582-41888,41888,High,No,JM-1586582
MX-2014-JO1528031-41902,41902,Medium,No,JO-1528031
MX-2014-JO1528093-41758,41758,High,No,JO-1528093
MX-2014-JO1555082-41859,41859,Medium,No,JO-1555082
MX-2014-JP1546018-41996,41996,Medium,No,JP-1546018
MX-2014-JP1546082-41971,41971,Low,No,JP-1546082
MX-2014-JP1552028-41926,41926,Medium,No,JP-1552028
MX-2014-JP1613518-41949,41949,Medium,No,JP-1613518
MX-2014-JR1567018-41689,41689,Medium,No,JR-1567018
MX-2014-JR1567018-41727,41727,Low,No,JR-1567018
MX-2014-JR1570036-41775,41775,Medium,Yes,JR-1570036
MX-2014-JR1570039-41955,41955,High,Yes,JR-1570039
MX-2014-JR1621039-41966,41966,Medium,No,JR-1621039
MX-2014-JS1559593-41814,41814,Medium,No,JS-1559593
MX-2014-JS1568539-41961,41961,High,No,JS-1568539
MX-2014-JS1568555-41826,41826,Medium,No,JS-1568555
MX-2014-JS1603026-41781,41781,High,No,JS-1603026
MX-2014-JS1603036-41737,41737,Medium,No,JS-1603036
MX-2014-JS160305-41893,41893,High,No,JS-160305
MX-2014-JW1595531-41955,41955,High,No,JW-1595531
MX-2014-JW1595551-42000,42000,High,No,JW-1595551
MX-2014-JW1595582-41877,41877,High,No,JW-1595582
MX-2014-JW1607528-41797,41797,Medium,No,JW-1607528
MX-2014-JW1607593-41657,41657,Low,No,JW-1607593
MX-2014-KA1652539-41922,41922,Critical,Yes,KA-1652539
MX-2014-KB1624028-41709,41709,Medium,No,KB-1624028
MX-2014-KB1640518-41993,41993,High,No,KB-1640518
MX-2014-KB1658582-41829,41829,Medium,No,KB-1658582
MX-2014-KB1660039-41952,41952,High,No,KB-1660039
MX-2014-KC1654026-41983,41983,Medium,No,KC-1654026
MX-2014-KC1654036-41866,41866,High,No,KC-1654036
MX-2014-KC1654051-41903,41903,Medium,No,KC-1654051
MX-2014-KC1667518-41823,41823,Medium,No,KC-1667518
MX-2014-KD1627031-41870,41870,Medium,No,KD-1627031
MX-2014-KD1627093-41901,41901,Critical,No,KD-1627093
MX-2014-KD1661531-41873,41873,Critical,No,KD-1661531
MX-2014-KD1661536-41679,41679,Medium,No,KD-1661536
MX-2014-KF1628518-41891,41891,High,No,KF-1628518
MX-2014-KF1628526-41824,41824,High,No,KF-1628526
MX-2014-KH1636051-41971,41971,Critical,No,KH-1636051
MX-2014-KH1636082-41856,41856,Medium,No,KH-1636082
MX-2014-KH1651018-41721,41721,Medium,No,KH-1651018
MX-2014-KH1651093-41954,41954,Medium,No,KH-1651093
MX-2014-KH1669031-41929,41929,Medium,No,KH-1669031
MX-2014-KH1669065-41845,41845,Critical,No,KH-1669065
MX-2014-KL1655582-41958,41958,High,No,KL-1655582
MX-2014-KL1664582-41935,41935,High,No,KL-1664582
MX-2014-KL1664593-41733,41733,Medium,Yes,KL-1664593
MX-2014-KM1666031-41728,41728,Medium,No,KM-1666031
MX-2014-KN1639039-41801,41801,Medium,No,KN-1639039
MX-2014-KN1639082-41907,41907,Medium,Yes,KN-1639082
MX-2014-KN1645082-41770,41770,Low,No,KN-1645082
MX-2014-KN1645082-41983,41983,Critical,No,KN-1645082
MX-2014-KN1670531-41706,41706,Medium,No,KN-1670531
MX-2014-KS1630018-41952,41952,Critical,No,KS-1630018
MX-2014-KS1630031-41807,41807,Medium,No,KS-1630031
MX-2014-KT1646554-41857,41857,Critical,No,KT-1646554
MX-2014-KT1648082-41824,41824,Medium,No,KT-1648082
MX-2014-KW1643518-41927,41927,High,No,KW-1643518
MX-2014-KW1643582-41915,41915,High,No,KW-1643582
MX-2014-KW1657039-41955,41955,Medium,No,KW-1657039
MX-2014-LB1673551-41990,41990,Medium,No,LB-1673551
MX-2014-LB1673582-41829,41829,Medium,No,LB-1673582
MX-2014-LB1679598-41933,41933,High,No,LB-1679598
MX-2014-LC1687093-41802,41802,Medium,No,LC-1687093
MX-2014-LC1693018-41752,41752,High,No,LC-1693018
MX-2014-LC1693093-41906,41906,High,No,LC-1693093
MX-2014-LC17050143-41828,41828,Medium,No,LC-17050143
MX-2014-LC1705051-41643,41643,Medium,No,LC-1705051
MX-2014-LC171405-41726,41726,Medium,No,LC-171405
MX-2014-LC1714093-41862,41862,Medium,No,LC-1714093
MX-2014-LD1685518-41998,41998,Low,No,LD-1685518
MX-2014-LD1685582-41773,41773,Medium,No,LD-1685582
MX-2014-LD1685593-41994,41994,Medium,No,LD-1685593
MX-2014-LF1718531-41894,41894,Critical,No,LF-1718531
MX-2014-LH1675082-41906,41906,High,No,LH-1675082
MX-2014-LH1690082-41943,41943,High,No,LH-1690082
MX-2014-LH1702031-41991,41991,Medium,No,LH-1702031
MX-2014-LH1702093-41994,41994,Medium,No,LH-1702093
MX-2014-LL1684039-41724,41724,Medium,No,LL-1684039
MX-2014-LL1684039-41853,41853,High,Yes,LL-1684039
MX-2014-LP1708031-41971,41971,Medium,No,LP-1708031
MX-2014-LP1708055-41773,41773,Low,No,LP-1708055
MX-2014-LR1703539-41881,41881,Medium,No,LR-1703539
MX-2014-LR1703555-41804,41804,High,No,LR-1703555
MX-2014-LR1703593-41926,41926,High,No,LR-1703593
MX-2014-LS1694536-41924,41924,High,No,LS-1694536
MX-2014-LS1697518-41666,41666,Medium,Yes,LS-1697518
MX-2014-LS1697550-41709,41709,High,No,LS-1697550
MX-2014-LS1720018-41810,41810,Low,No,LS-1720018
MX-2014-LS1723051-41964,41964,Low,No,LS-1723051
MX-2014-LS1724518-41943,41943,High,No,LS-1724518
MX-2014-LT1676551-41898,41898,Medium,No,LT-1676551
MX-2014-LT1676582-41954,41954,Medium,No,LT-1676582
MX-2014-LT1676593-41896,41896,Critical,No,LT-1676593
MX-2014-LW1682518-41719,41719,High,No,LW-1682518
MX-2014-LW1721551-41742,41742,Medium,No,LW-1721551
MX-2014-MA1756082-41815,41815,Medium,No,MA-1756082
MX-2014-MA1756082-41998,41998,Medium,No,MA-1756082
MX-2014-MA1799582-41648,41648,High,No,MA-1799582
MX-2014-MB18085143-41956,41956,Medium,No,MB-18085143
MX-2014-MB1808582-41805,41805,High,No,MB-1808582
MX-2014-MC1727539-41765,41765,Medium,No,MC-1727539
MX-2014-MC1742518-41818,41818,Medium,No,MC-1742518
MX-2014-MC1742526-41741,41741,Medium,No,MC-1742526
MX-2014-MC1742582-41870,41870,Medium,No,MC-1742582
MX-2014-MC1742582-41902,41902,Medium,No,MC-1742582
MX-2014-MC1757518-41982,41982,Critical,No,MC-1757518
MX-2014-MC1757531-41990,41990,Medium,No,MC-1757531
MX-2014-MC1759039-41797,41797,Medium,No,MC-1759039
MX-2014-MC1759051-41657,41657,Medium,No,MC-1759051
MX-2014-MC1760551-41992,41992,High,No,MC-1760551
MX-2014-MC1760593-41975,41975,Medium,No,MC-1760593
MX-2014-MC1763518-41880,41880,Medium,No,MC-1763518
MX-2014-MC1763518-41924,41924,High,No,MC-1763518
MX-2014-MC1763582-41921,41921,High,No,MC-1763582
MX-2014-MC1763582-41944,41944,Medium,No,MC-1763582
MX-2014-MC1763593-41930,41930,Medium,No,MC-1763593
MX-2014-MC1784518-41711,41711,High,No,MC-1784518
MX-2014-MC1784518-41783,41783,Medium,No,MC-1784518
MX-2014-MC1784551-41927,41927,Medium,No,MC-1784551
MX-2014-MC1784582-41870,41870,Medium,No,MC-1784582
MX-2014-MC1810082-41814,41814,Medium,No,MC-1810082
MX-2014-MC18130100-41853,41853,High,No,MC-18130100
MX-2014-MC1813026-41927,41927,High,No,MC-1813026
MX-2014-MC1813031-41900,41900,Medium,No,MC-1813031
MX-2014-MC1813055-41817,41817,Medium,No,MC-1813055
MX-2014-MC1813082-41759,41759,Medium,No,MC-1813082
MX-2014-MD1735018-41999,41999,High,No,MD-1735018
MX-2014-MD1735082-41787,41787,Medium,No,MD-1735082
MX-2014-MD1735082-41836,41836,Medium,No,MD-1735082
MX-2014-MD1786093-41969,41969,High,No,MD-1786093
MX-2014-ME1772539-41934,41934,Medium,No,ME-1772539
MX-2014-ME1772582-41802,41802,Medium,No,ME-1772582
MX-2014-ME1801036-41878,41878,Medium,No,ME-1801036
MX-2014-ME1801082-41934,41934,Medium,No,ME-1801082
MX-2014-MF1825018-41762,41762,Medium,No,MF-1825018
MX-2014-MG1765036-41832,41832,High,No,MG-1765036
MX-2014-MG1769582-41875,41875,Medium,No,MG-1769582
MX-2014-MG1787582-41849,41849,Medium,No,MG-1787582
MX-2014-MG1787582-41977,41977,Medium,No,MG-1787582
MX-2014-MG1814539-41787,41787,Critical,No,MG-1814539
MX-2014-MG1814582-41774,41774,Medium,No,MG-1814582
MX-2014-MG1814593-41793,41793,High,No,MG-1814593
MX-2014-MH1729082-41648,41648,High,No,MH-1729082
MX-2014-MH1729082-41745,41745,High,No,MH-1729082
MX-2014-MH1744082-41794,41794,Medium,No,MH-1744082
MX-2014-MH1745539-41961,41961,High,No,MH-1745539
MX-2014-MH1745582-41944,41944,Critical,No,MH-1745582
MX-2014-MH1762093-41913,41913,Medium,No,MH-1762093
MX-2014-MH1778582-41892,41892,Medium,No,MH-1778582
MX-2014-MH1802582-41955,41955,High,No,MH-1802582
MX-2014-MK1790531-41886,41886,Medium,No,MK-1790531
MX-2014-MK1790539-41685,41685,High,No,MK-1790539
MX-2014-MK1816093-41713,41713,Medium,No,MK-1816093
MX-2014-ML1739528-41798,41798,Medium,No,ML-1739528
MX-2014-ML1739531-41989,41989,Medium,No,ML-1739531
MX-2014-ML1739539-41801,41801,Low,No,ML-1739539
MX-2014-ML1739582-41979,41979,Critical,No,ML-1739582
MX-2014-ML1739598-41906,41906,Medium,No,ML-1739598
MX-2014-ML1741039-41935,41935,Low,Yes,ML-1741039
MX-2014-ML1741082-41959,41959,High,No,ML-1741082
MX-2014-ML1775531-41747,41747,Medium,No,ML-1775531
MX-2014-ML1775582-41645,41645,Critical,No,ML-1775582
MX-2014-ML1775593-41795,41795,Critical,Yes,ML-1775593
MX-2014-ML1804018-41770,41770,High,No,ML-1804018
MX-2014-ML1804018-41914,41914,High,No,ML-1804018
MX-2014-ML1804093-41935,41935,Medium,No,ML-1804093
MX-2014-ML1826555-41823,41823,Critical,No,ML-1826555
MX-2014-ML1826582-41851,41851,Medium,No,ML-1826582
MX-2014-MM1726051-41643,41643,Medium,No,MM-1726051
MX-2014-MM1792039-41978,41978,Low,No,MM-1792039
MX-2014-MM1805582-41901,41901,Medium,No,MM-1805582
MX-2014-MM1828031-41827,41827,Medium,No,MM-1828031
MX-2014-MM1828031-41853,41853,Medium,No,MM-1828031
MX-2014-MO1750018-41927,41927,Medium,No,MO-1750018
MX-2014-MO1750082-41720,41720,Low,No,MO-1750082
MX-2014-MO1795093-41902,41902,Medium,No,MO-1795093
MX-2014-MP1747031-41730,41730,Medium,No,MP-1747031
MX-2014-MP1747082-41807,41807,Medium,No,MP-1747082
MX-2014-MP1747093-41914,41914,High,No,MP-1747093
MX-2014-MP179655-41740,41740,Medium,No,MP-179655
MX-2014-MP1796551-41798,41798,Medium,No,MP-1796551
MX-2014-MP1796582-41775,41775,High,No,MP-1796582
MX-2014-MP1817518-41921,41921,Critical,No,MP-1817518
MX-2014-MP1817536-41857,41857,Low,No,MP-1817536
MX-2014-MR1754531-41740,41740,Medium,No,MR-1754531
MX-2014-MS1736518-41992,41992,Medium,No,MS-1736518
MX-2014-MS1736536-41873,41873,Medium,No,MS-1736536
MX-2014-MS1736539-41780,41780,High,No,MS-1736539
MX-2014-MS1736539-41936,41936,Critical,No,MS-1736539
MX-2014-MS1736582-41947,41947,High,No,MS-1736582
MX-2014-MS1771028-41919,41919,Medium,No,MS-1771028
MX-2014-MS1771039-41746,41746,Medium,No,MS-1771039
MX-2014-MS1777031-41871,41871,High,No,MS-1777031
MX-2014-MS1783039-41717,41717,Medium,No,MS-1783039
MX-2014-MS1783051-41912,41912,Medium,No,MS-1783051
MX-2014-MS1783082-41845,41845,Medium,No,MS-1783082
MX-2014-MS1783082-41993,41993,Medium,No,MS-1783082
MX-2014-MS1798018-41832,41832,Medium,No,MS-1798018
MX-2014-MS1798082-41777,41777,Medium,No,MS-1798082
MX-2014-MT1781536-41706,41706,Medium,No,MT-1781536
MX-2014-MW1822051-41800,41800,Medium,No,MW-1822051
MX-2014-MW1822082-41815,41815,Medium,No,MW-1822082
MX-2014-MW1823518-41736,41736,Medium,No,MW-1823518
MX-2014-MW1823526-41873,41873,Medium,No,MW-1823526
MX-2014-MW1823539-41864,41864,Medium,No,MW-1823539
MX-2014-MY1738093-41763,41763,High,No,MY-1738093
MX-2014-MY1829536-41962,41962,Medium,No,MY-1829536
MX-2014-MZ1733537-41898,41898,Medium,No,MZ-1733537
MX-2014-MZ1733593-41963,41963,High,No,MZ-1733593
MX-2014-NC1834031-41992,41992,High,No,NC-1834031
MX-2014-NC1834082-41809,41809,Medium,No,NC-1834082
MX-2014-NC1862593-41955,41955,Critical,Yes,NC-1862593
MX-2014-ND1837039-41902,41902,Medium,No,ND-1837039
MX-2014-ND1837082-41867,41867,High,No,ND-1837082
MX-2014-ND1837082-41977,41977,Medium,No,ND-1837082
MX-2014-ND1846098-41926,41926,Medium,No,ND-1846098
MX-2014-NF1847582-41891,41891,Medium,No,NF-1847582
MX-2014-NG1835531-41942,41942,Medium,No,NG-1835531
MX-2014-NG1835531-41947,41947,High,No,NG-1835531
MX-2014-NG1835582-41835,41835,High,No,NG-1835582
MX-2014-NG1835582-41905,41905,Medium,No,NG-1835582
MX-2014-NH1861018-41881,41881,High,No,NH-1861018
MX-2014-NK1849051-41839,41839,Medium,No,NK-1849051
MX-2014-NL1831039-41947,41947,Medium,No,NL-1831039
MX-2014-NM18445132-41976,41976,Medium,No,NM-18445132
MX-2014-NM1844518-41845,41845,High,No,NM-1844518
MX-2014-NM1844539-41984,41984,Medium,No,NM-1844539
MX-2014-NP1832531-41885,41885,Critical,No,NP-1832531
MX-2014-NP1867082-41951,41951,Low,No,NP-1867082
MX-2014-NP1868565-41907,41907,High,No,NP-1868565
MX-2014-NP1868582-41724,41724,Medium,No,NP-1868582
MX-2014-NP1868582-41814,41814,Critical,No,NP-1868582
MX-2014-NP1870026-41966,41966,High,No,NP-1870026
MX-2014-NP1870082-41886,41886,Medium,No,NP-1870082
MX-2014-NP1870082-41935,41935,Medium,No,NP-1870082
MX-2014-NR1855055-41880,41880,Medium,No,NR-1855055
MX-2014-NS1850531-41804,41804,Medium,No,NS-1850531
MX-2014-NW1840039-41829,41829,Medium,No,NW-1840039
MX-2014-NZ1856531-41983,41983,High,No,NZ-1856531
MX-2014-NZ1856582-41975,41975,Medium,No,NZ-1856582
MX-2014-ON1871539-41823,41823,Critical,No,ON-1871539
MX-2014-ON1871582-41941,41941,Medium,No,ON-1871582
MX-2014-OT1873036-41970,41970,Medium,No,OT-1873036
MX-2014-OT1873036-41972,41972,Medium,No,OT-1873036
MX-2014-OT1873082-41913,41913,Medium,No,OT-1873082
MX-2014-PA1906036-41671,41671,High,No,PA-1906036
MX-2014-PA1906082-41910,41910,High,No,PA-1906082
MX-2014-PB1880593-41942,41942,Low,No,PB-1880593
MX-2014-PB1910518-41921,41921,High,No,PB-1910518
MX-2014-PB1915028-41957,41957,Medium,No,PB-1915028
MX-2014-PB1915082-41973,41973,High,No,PB-1915082
MX-2014-PB1921098-41947,41947,Medium,No,PB-1921098
MX-2014-PC1900082-41752,41752,High,No,PC-1900082
MX-2014-PF1912039-41924,41924,High,No,PF-1912039
MX-2014-PF1912082-41833,41833,High,No,PF-1912082
MX-2014-PF1922518-41966,41966,Medium,No,PF-1922518
MX-2014-PF1922539-41920,41920,Medium,No,PF-1922539
MX-2014-PG1882018-41905,41905,High,No,PG-1882018
MX-2014-PG1882018-41965,41965,High,No,PG-1882018
MX-2014-PG1889551-41794,41794,Medium,No,PG-1889551
MX-2014-PH1879051-41842,41842,Low,No,PH-1879051
